orf,coverage_2,sample,source,D01,D02,D03,D04,D05,D06,T00,T01,T02,T03,T04
R11D01_20190408_VL46-0475_multiplex_nextseq|NODE_2_length_2887_cov_4.956215_502_1_1|TLMV,4.956215,R11,donor,0.003551696921862668,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46954967357804e-4
R11D03_20190408_VL46-0475_multiplex_nextseq|NODE_1_length_3719_cov_239.174127_878_5_1|TTV_Clade5,239.174127,R11,donor,NA,NA,0.12478356039073475,NA,NA,NA,NA,NA,0.3192358895125009,0.175584026140749,0.14371798204325809
R11D04_20190408_VL46-0475_multiplex_nextseq|NODE_1_length_2674_cov_2.888507_180_6_1|TTMV,2.888507,R11,donor,NA,NA,NA,0.003533715806102935,NA,NA,NA,NA,2.726901372885765e-7,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_2_length_3040_cov_6.736683_586_1_1|TLMV,6.736683,R15,donor,NA,0.0012594458438287153,NA,NA,NA,NA,NA,1.6369206529502815e-4,NA,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_4_length_2941_cov_163.365211_606_6_1|TLMV,163.365211,R15,donor,NA,0.030249461321355954,NA,NA,NA,NA,NA,0.00504711042858869,NA,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_5_length_2937_cov_18.009715_579_6_1|TLMV,18.009715,R15,donor,NA,0.0032548329337501137,NA,NA,NA,NA,NA,5.1361618681735696e-5,NA,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_6_length_2929_cov_8.782533_666_6_1|TLMV,8.782533,R15,donor,NA,0.001684319140542017,NA,NA,NA,NA,NA,2.0322942643852254e-5,NA,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_8_length_2560_cov_1461.617166_212_5_1|TTMV,1461.617166,R15,donor,NA,0.259096840763558,NA,NA,NA,NA,NA,9.976717297891107e-5,NA,NA,NA
R15D02_20190410_VL46-0475_multiplex_nextseq|NODE_9_length_2526_cov_1152.899636_269_2_1|TTMV,1152.899636,R15,donor,NA,0.20139752966526053,NA,NA,NA,NA,NA,0.007548310405974797,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_10_length_2978_cov_10136.392063_335_5_1|TTV_Clade5,10136.392063,R15,donor,NA,NA,0.1301149566143651,NA,NA,NA,NA,0.0728433385643356,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_12_length_2941_cov_10.648302_357_6_1|TLMV,10.648302,R15,donor,NA,NA,1.2018834220213323e-4,NA,NA,NA,NA,2.8599922920621173e-4,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_17_length_2831_cov_4.933718_350_5_1|TLMV,4.933718,R15,donor,NA,NA,5.65592198598274e-5,NA,NA,NA,NA,4.0350278849248477e-4,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_18_length_2795_cov_41.756204_475_1_1|TLMV,41.756204,R15,donor,NA,NA,4.5954366136109764e-4,NA,NA,NA,NA,7.242357742172803e-5,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_20_length_2598_cov_3619.073535_285_6_1|TTMV,3619.073535,R15,donor,NA,NA,0.04401061428026036,NA,NA,NA,NA,0.004995748809906954,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_22_length_2526_cov_995.403480_280_4_1|TTMV,995.40348,R15,donor,NA,NA,0.011152535502693633,NA,NA,NA,NA,0.03270294028639091,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_23_length_2517_cov_125.357027_289_1_1|TTMV,125.357027,R15,donor,NA,NA,0.0013819302719084495,NA,NA,NA,NA,0.002108412922287654,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_3_length_3531_cov_1152.897296_894_6_1|TTV_Clade9,1152.897296,R15,donor,NA,NA,0.015361484113929121,NA,NA,NA,NA,0.0069644876900241326,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_5_length_3224_cov_18.896182_685_4_1|TLMV,18.896182,R15,donor,NA,NA,2.1209707447435275e-4,NA,NA,NA,NA,2.9191135797533238e-5,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_6_length_3207_cov_23315.272208_560_2_1|TTV_Clade5,23315.272208,R15,donor,NA,NA,0.3271097767324796,NA,NA,NA,NA,0.016290501315263897,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_7_length_3195_cov_968.063694_604_1_1|TTV_Clade3,968.063694,R15,donor,NA,NA,0.012556618135713848,NA,NA,NA,NA,1.5519338018941723e-5,NA,NA,NA
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_8_length_3103_cov_2877.625656_344_5_1|TTV_Clade7,2877.625656,R15,donor,NA,NA,0.03535186904655295,NA,NA,NA,NA,1.8475402403502049e-6,NA,NA,6.105453390968814e-5
R15D03_20190410_VL46-0475_multiplex_nextseq|NODE_9_length_3097_cov_55.299803_371_2_1|TTV_Clade6,55.299803,R15,donor,NA,NA,7.437537411567303e-4,NA,NA,NA,NA,7.57491498543584e-5,NA,NA,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_2_length_3843_cov_1876.481785_528_3_1|TTV_Clade5,1876.481785,R15,donor,NA,NA,NA,0.2155075715086932,NA,NA,NA,1.478032192280164e-6,NA,NA,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_3_length_3593_cov_156.131148_867_6_1|TTV_Clade5,156.131148,R15,donor,NA,NA,NA,0.018025176045366735,NA,NA,NA,1.4263010655503583e-4,NA,NA,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_5_length_3073_cov_70.597084_446_2_1|TTV_Clade8,70.597084,R15,donor,NA,NA,NA,0.007485822895245217,NA,NA,NA,0.006965965722216413,NA,0.32577525958641157,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_6_length_3054_cov_119.960654_396_3_1|TTV_Clade6,119.960654,R15,donor,NA,NA,NA,0.013121611516171246,NA,NA,NA,1.108524144210123e-5,NA,NA,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_7_length_2999_cov_97.106658_278_2_1|TLMV,97.106658,R15,donor,NA,NA,NA,0.009293014270580172,NA,NA,NA,3.887224665696831e-4,NA,NA,NA
R15D04_20190410_VL46-0475_multiplex_nextseq|NODE_9_length_2898_cov_34.285262_628_4_1|TLMV,34.285262,R15,donor,NA,NA,NA,0.0032287966598118028,NA,NA,NA,4.803604624910533e-6,NA,NA,NA
R15D05_20190529_VL46-0475_multiplex_NextSeq|NODE_2_length_3814_cov_12392.452248_612_3_1|TTV_Clade8,12392.452248,R15,donor,NA,NA,NA,NA,0.520898822326169,NA,7.171131891457748e-5,9.718061664242078e-4,NA,NA,NA
